인허가관할기관,업소명,업종,업소주소
인천광역시 연수구,1키로 탕수육 송도점,일반음식점,"인천광역시 연수구 컨벤시아대로 50(144일부호 송도동, 푸르지오월드마크)"
인천광역시 남동구,1키로탕수육 구월점,일반음식점,인천광역시 남동구 용천로 26(1층 일부호 구월동)
인천광역시 서구,1키로탕수육 인천검단신도시점,일반음식점,인천광역시 서구 청마로167번길 16(당하프라자 105호 일부호 당하동)
인천광역시 계양구,1키로탕수육(계양산전통시장점),일반음식점,인천광역시 계양구 병방시장로 79(1층 일부호 병방동)
인천광역시 중구,1톤식당,일반음식점,인천광역시 중구 화랑목로100번길 27(1층 103호 운서동)
인천광역시 미추홀구,2000김밥,일반음식점,"인천광역시 미추홀구 경인북길471번길 1(1층 101호 도화동, 베스트하우스)"
인천광역시 미추홀구,2015 숯불닭갈비,일반음식점,인천광역시 미추홀구 낙섬서로10번길 24(용현동)
인천광역시 중구,2016고기불패,일반음식점,"인천광역시 중구 영종대로 100(203호 운서동, 신성하우스빌)"
인천광역시 미추홀구,2080포차,일반음식점,인천광역시 미추홀구 인주대로131번길 18(용현동)
인천광역시 계양구,209-1솥뚜껑,일반음식점,인천광역시 계양구 계양산로 209-1(1층 병방동)
인천광역시 계양구,20년오리영양탕,일반음식점,인천광역시 계양구 계산로 117-1(계산동)
인천광역시 연수구,21세기 홍성한우식당,일반음식점,"인천광역시 연수구 선학로68번길 7-8(선학동, 106호,104호일부)"
인천광역시 남동구,23번지남산돈까스 인천구월점,일반음식점,인천광역시 남동구 인하로 485(뉴코아아울렛 인천점 10층 1호일부호 구월동)
인천광역시 연수구,249 무한조개,일반음식점,"인천광역시 연수구 샘말로 15-10(연수동,지상1층)"
인천광역시 서구,249무한조개,일반음식점,"인천광역시 서구 청라커낼로288번길 26(현대썬앤빌 더 테라스 1층 164, 165호 청라동)"
인천광역시 계양구,24시 나야 대구볼테기,일반음식점,"인천광역시 계양구 봉오대로774번길 21(작전동,101호)"
인천광역시 계양구,24시 나야 대구볼테기,일반음식점,인천광역시 계양구 봉오대로774번길 21(1층 102호 작전동)
인천광역시 남동구,24시 동남집 구월점,일반음식점,인천광역시 남동구 예술로204번길 31(1층 구월동)
인천광역시 연수구,24시 이사반점,일반음식점,인천광역시 연수구 용담로 87(티파니빌딩 1층 청학동)
인천광역시 미추홀구,24시 전주명가 콩나물국밥,일반음식점,인천광역시 미추홀구 경원대로 865(메디프렌드 주안센터 101호 주안동)
인천광역시 연수구,24시 전주명가 콩나물국밥(연수점),일반음식점,"인천광역시 연수구 벚꽃로 106(연수광장프라자 110, 111호 청학동)"
인천광역시 연수구,24시 전주명가콩나물국밥,일반음식점,"인천광역시 연수구 하모니로 124(109,110호 송도동, 송도타운)"
인천광역시 연수구,24시 전주명가콩나물국밥 송도2호점,일반음식점,"인천광역시 연수구 아트센터대로168번길 101(송도랜드마크푸르지오시티 1층 143, 144호 송도동)"
인천광역시 연수구,24시 전주명가콩나물국밥 송도3호점,일반음식점,"인천광역시 연수구 컨벤시아대로42번길 29(송도 에이스프라자Ⅰ 지상1층 105,106,107호 송도동)"
인천광역시 서구,24시김밥마을,일반음식점,인천광역시 서구 가정로 127(가좌동)
인천광역시 남동구,24시남도콩나물국밥,일반음식점,인천광역시 남동구 석촌로 58(1층일부 간석동)
인천광역시 서구,24시누름돌 생고기김치찌개,일반음식점,"인천광역시 서구 승학로 470(101,102호 검암동, 스페이스아트타운상가)"
인천광역시 부평구,24시바지락손칼국수,일반음식점,인천광역시 부평구 신트리로 42(부평동)
인천광역시 중구,"24시소풀이양평해장국연안부두종합어시장점아침,점심,저녁찐인천",일반음식점,인천광역시 중구 연안부두로33번길 10(1층 101~105호 항동7가)
인천광역시 부평구,24시전주명가콩나물국밥,일반음식점,인천광역시 부평구 장제로351번길 4(1층 갈산동)
인천광역시 계양구,24시전주명가콩나물국밥,일반음식점,"인천광역시 계양구 봉오대로555번길 14(효성동,썬프라자 105호)"
인천광역시 서구,24시전주명가콩나물국밥 인천검단점,일반음식점,인천광역시 서구 원당대로 645(마전동)
인천광역시 남동구,24시전주명가콩나물국밥 인천구월점,일반음식점,인천광역시 남동구 구월로 229(1층 구월동)
인천광역시 계양구,24시전주명가콩나물국밥 임학점,일반음식점,인천광역시 계양구 장제로 925(1층 일부호 병방동)
인천광역시 남동구,24시전주콩나물국밥 인천동암점,일반음식점,인천광역시 남동구 석정로 587(1층 간석동)
인천광역시 서구,24시청도반점&중식포차,일반음식점,"인천광역시 서구 중봉대로586번길 19(홍익파크 128,129호 청라동)"
인천광역시 남동구,24시팔선,일반음식점,인천광역시 남동구 문화로145번길 20-1(1층 구월동)
인천광역시 남동구,24시한방전주콩나물국밥,일반음식점,"인천광역시 남동구 논고개로 93(보미리즌텔 1층 107호,108호 논현동)"
인천광역시 서구,24시회센타,일반음식점,인천광역시 서구 석남로109번길 21-3(석남동)
인천광역시 부평구,253식당,일반음식점,인천광역시 부평구 부흥로 253-8(1층 부평동)
인천광역시 서구,25센치,일반음식점,인천광역시 서구 봉오재3로 100(금강하이프라자 112ㆍ113호 가정동)
인천광역시 미추홀구,25센치 꼬치앤 오뎅바,일반음식점,"인천광역시 미추홀구 주안로104번길 4(주안동,2호)"
인천광역시 부평구,25센치꼬치구이,일반음식점,인천광역시 부평구 백범로468번길 41-3(1층 십정동)
인천광역시 부평구,25센치꼬치오뎅바,일반음식점,인천광역시 부평구 백범로468번길 41-3(십정동)
인천광역시 서구,25시 먹거리,일반음식점,인천광역시 서구 가정로 235(석남동)
인천광역시 옹진군,25시연장전,일반음식점,인천광역시 옹진군 백령면 백령로278번길 38-31
인천광역시 중구,25시포차,일반음식점,인천광역시 중구 남북로 114(1층 다호 남북동)
인천광역시 연수구,260도 송도유원지점,일반음식점,"인천광역시 연수구 청량로109번길 1(옥련동,지하1,지상1,2층)"
인천광역시 연수구,267,일반음식점,"인천광역시 연수구 능허대로267번길 42(동춘동,지상1층)"
인천광역시 미추홀구,29포차,일반음식점,인천광역시 미추홀구 인하로77번길 20(지하1층호 용현동)
인천광역시 미추홀구,29포차1,일반음식점,"인천광역시 미추홀구 인하로77번길 20(용현동,1층)"
인천광역시 미추홀구,29포차2,일반음식점,"인천광역시 미추홀구 인하로77번길 20(용현동,2층)"
인천광역시 연수구,2도비어 인천연수점,일반음식점,"인천광역시 연수구 샘말로61번길 5(연수동, 지상1층)"
인천광역시 강화군,2번창고,일반음식점,인천광역시 강화군 불은면 강화동로 680
인천광역시 강화군,2번창고 딜리버리,일반음식점,인천광역시 강화군 강화읍 갑룡길 193-5
인천광역시 부평구,2월14일,일반음식점,"인천광역시 부평구 부평문화로 134(C동 1층 102호 부평동, 효행복마을)"
인천광역시 중구,2층다복집,일반음식점,"인천광역시 중구 연안부두로 16(2층 207,208,209,209-1,212호 항동7가, 해양센타)"
인천광역시 계양구,2층생고기,일반음식점,인천광역시 계양구 장제로730번길 8(운남빌딩 2층 작전동)
인천광역시 중구,2층회센터(강화회집),일반음식점,인천광역시 중구 연안부두로33번길 37(항동7가)
인천광역시 강화군,2하은호,일반음식점,인천광역시 강화군 화도면 해안남로2903번길 56(나동 4호 외 1필지)
인천광역시 계양구,"3,000냥분식",일반음식점,인천광역시 계양구 주부토로 571(계산동)
인천광역시 서구,3.5도씨(3.5℃),일반음식점,"인천광역시 서구 미래로 11(청라썬앤빌 에코스타 110호,111호 청라동)"
인천광역시 연수구,30.0커피(coffee),일반음식점,인천광역시 연수구 청룡로 46(지상1층 옥련동)
인천광역시 서구,300,일반음식점,"인천광역시 서구 승학로 299(연희동,101호)"
인천광역시 계양구,30년불멸의닭발,일반음식점,인천광역시 계양구 주부토로 468(삼천리아파트 상가동 1층 8호일부호 작전동)
인천광역시 연수구,30년전통원조자매,일반음식점,"인천광역시 연수구 샘말로8번길 13-9(연수동, 지상1층)"
인천광역시 연수구,321키친,일반음식점,
인천광역시 서구,336돈돼지,일반음식점,인천광역시 서구 서달로149번길 12-12(명성빌딩 105호 석남동)
인천광역시 미추홀구,33떡볶이,일반음식점,인천광역시 미추홀구 인하로222번길 34(파크자이내상가 108호 주안동)
인천광역시 연수구,33떡볶이 랜드마크점,일반음식점,"인천광역시 연수구 랜드마크로 110(근린생활시설1동 104호 송도동, 송도 오션파크 베르디움)"
인천광역시 서구,33떡볶이 루원시티점,일반음식점,"인천광역시 서구 서곶로 45(근린생활시설동 B076호 가정동, 루원 린스트라우스 더 린시티)"
인천광역시 연수구,33떡볶이 송도글로벌캠퍼스점,일반음식점,"인천광역시 연수구 송도문화로28번길 27(2동 103호 송도동, 호반베르디움)"
인천광역시 중구,33떡볶이 영종하늘도시점,일반음식점,인천광역시 중구 하늘달빛로 94(대지스타타워 1층 104호 중산동)
인천광역시 서구,33떡볶이 완정역점,일반음식점,인천광역시 서구 청마로19번길 21(성주빌딩 103호 당하동)
인천광역시 미추홀구,33떡볶이 용현점,일반음식점,"인천광역시 미추홀구 용정공원로 33(101호 용현동, 인천SK Sky VIEW A-3동 근린생활시설)"
인천광역시 중구,33떡볶이 운서점,일반음식점,"인천광역시 중구 흰바위로 203(근린생활시설동 1층 3호 운서동, 운서SK VIEW Skycity)"
인천광역시 서구,33떡볶이 청라스퀘어세븐점,일반음식점,인천광역시 서구 청라루비로 76(청라스퀘어세븐 B114호 경서동)
인천광역시 부평구,33떡볶이&꼬마김밥,일반음식점,인천광역시 부평구 광장로 34(1층 일부호 부평동)
인천광역시 연수구,33떡볶이&꼬마김밥 송도SK센트럴점,일반음식점,"인천광역시 연수구 하모니로188번길 17(송도SK뷰센트럴 근린생활시설동 165호 송도동, 송도SK뷰센트럴)"
인천광역시 미추홀구,33떡볶이&꼬마김밥주안역점,일반음식점,인천광역시 미추홀구 주안로 107(104호 주안동)
인천광역시 미추홀구,33떡볶이(도화신도시점),일반음식점,인천광역시 미추홀구 숙골로 104(와이지프라자 1층 101호 도화동)
인천광역시 남동구,33떡볶이인천논현점,일반음식점,인천광역시 남동구 에코중앙로156번길 5-31(1층 일부가운데칸호 논현동)
인천광역시 중구,33호서귀포집,일반음식점,"인천광역시 중구 연안부두로33번길 37(지하1층 28,33호 항동7가)"
인천광역시 중구,360도 바이 플라워,일반음식점,"인천광역시 중구 영종대로 190(더 예스 스카이 1층 106,107,108,109호 운서동)"
인천광역시 부평구,365,일반음식점,인천광역시 부평구 충선로8번길 53(1층 일부호 부평동)
인천광역시 연수구,365(삼육오),일반음식점,인천광역시 연수구 앵고개로101번길 44-15(지상1층 동춘동)
인천광역시 중구,"365, 봄",일반음식점,인천광역시 중구 신포로31번길 23(관동3가)
인천광역시 부평구,365부대찌개 & 아이스크림 할인점,일반음식점,인천광역시 부평구 경원대로 1268(1층 일부호 부평동)
인천광역시 남동구,365싱싱회수산,일반음식점,인천광역시 남동구 논고개로 309(1층 일부호 도림동)
